City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
285,Viedma,AR,2022-02-08 15:45:49,-40.8135,-62.9967,89.53,22,95,13.56
286,Horodnytsya,UA,2022-02-08 15:45:49,50.807,27.3168,29.84,91,90,8.61
287,Souillac,MU,2022-02-08 15:45:49,-20.5167,57.5167,80.98,74,40,4.61
288,Vichuga,RU,2022-02-08 15:45:50,57.2128,41.9301,31.77,99,100,8.23
289,Lompoc,US,2022-02-08 15:41:18,34.6391,-120.4579,63.79,70,40,5.75
290,Canico,PT,2022-02-08 15:45:50,32.6333,-16.85,71.13,77,20,5.75
291,Namanga,KE,2022-02-08 15:45:50,-2.5433,36.7905,77.36,40,79,15.77
292,Yumen,CN,2022-02-08 15:40:58,40.2833,97.2,20.07,51,2,9.06
293,Geraldton,AU,2022-02-08 15:45:51,-28.7667,114.6,68.41,73,0,11.5
294,Lubao,PH,2022-02-08 15:45:51,14.9167,120.55,80.62,83,31,5.61
295,Tecoanapa,MX,2022-02-08 15:45:51,16.5167,-98.75,81.14,58,1,2.91
296,Kharan,PK,2022-02-08 15:44:25,28.5833,65.4167,61.3,27,44,10.33
297,Dhidhdhoo,MV,2022-02-08 15:45:52,6.8833,73.1,81.86,65,91,12.66
298,Rudnya,RU,2022-02-08 15:45:52,54.947,31.0934,30.33,93,100,8.63
299,Pueblo Bello,CO,2022-02-08 15:45:52,8.2041,-76.526,79.3,77,63,4.14
300,Tabou,CI,2022-02-08 15:45:53,4.423,-7.3528,83.1,70,68,11.03
301,Kaeo,NZ,2022-02-08 15:45:53,-35.1,173.7833,74.32,98,80,7.54
302,Minot,US,2022-02-08 15:45:54,48.2325,-101.2963,36.59,69,20,26.46
303,Daru,PG,2022-02-08 15:45:54,-9.0763,143.2092,79.81,83,95,3.65
304,Harrison,US,2022-02-08 15:45:54,30.4091,-89.0436,52.34,61,0,8.05
305,Bani Walid,LY,2022-02-08 15:45:54,31.7566,13.9942,58.86,50,67,14.94
306,Yen Bai,VN,2022-02-08 15:45:55,21.7,104.8667,62.28,96,100,2.26
307,Polazna,RU,2022-02-08 15:45:55,58.2946,56.4055,13.39,95,94,7.0
308,Maxixe,MZ,2022-02-08 15:45:55,-23.8597,35.3472,85.82,51,40,11.5
309,Syriam,MM,2022-02-08 15:45:56,16.7722,96.2378,75.31,83,7,3.44
310,Codrington,AU,2022-02-08 15:45:56,-38.2667,141.9667,65.98,66,99,4.9
311,Camacha,PT,2022-02-08 15:45:56,33.0833,-16.3333,63.82,77,20,17.27
312,Batagay-Alyta,RU,2022-02-08 15:45:57,67.8006,130.4114,-32.94,97,84,4.18
313,Vrangel,RU,2022-02-08 15:45:57,42.7297,133.0839,23.56,54,0,5.86
314,Kenai,US,2022-02-08 15:45:04,60.5544,-151.2583,30.09,91,100,19.57
315,Kalabo,ZM,2022-02-08 15:46:58,-14.97,22.6814,74.26,81,96,4.74
316,Coquimbo,CL,2022-02-08 15:46:58,-29.9533,-71.3436,65.93,77,100,6.91
317,Saint Anthony,US,2022-02-08 15:46:52,45.0205,-93.218,29.48,76,0,5.75
318,Staines,GB,2022-02-08 15:46:58,51.4309,-0.5061,55.4,69,100,14.97
319,Les Cayes,HT,2022-02-08 15:46:59,18.2,-73.75,81.66,66,30,11.12
320,Zemes,RO,2022-02-08 15:46:59,46.5833,26.4167,29.61,83,11,5.19
321,Ugoofaaru,MV,2022-02-08 15:46:59,5.6667,73.0,81.55,70,53,12.37
322,Scottsbluff,US,2022-02-08 15:46:59,41.8666,-103.6672,43.79,38,0,15.01
323,Udachnyy,RU,2022-02-08 15:47:00,66.4167,112.4,-36.24,100,54,3.98
324,Havelock,US,2022-02-08 15:47:00,34.8791,-76.9013,44.58,94,100,3.0
325,Esmeraldas,BR,2022-02-08 15:47:00,-19.7625,-44.3139,80.71,87,100,7.2
326,Tuatapere,NZ,2022-02-08 15:47:01,-46.1333,167.6833,49.82,95,65,3.89
327,Lipin Bor,RU,2022-02-08 15:47:01,60.2622,37.9763,29.41,95,100,8.1
328,Mumford,GH,2022-02-08 15:47:02,5.2618,-0.759,82.83,74,91,15.32
329,Margate,GB,2022-02-08 15:47:02,51.3813,1.3862,54.91,68,26,5.01
330,Guerrero Negro,MX,2022-02-08 15:47:02,27.9769,-114.0611,63.25,39,4,3.0
331,Ibotirama,BR,2022-02-08 15:47:03,-12.1853,-43.2206,91.18,40,100,3.24
332,Goundam,ML,2022-02-08 15:47:03,16.4145,-3.6708,88.75,5,0,12.33
333,Pokhara,NP,2022-02-08 15:47:03,28.2333,83.9833,51.26,83,75,1.97
334,Youhao,CN,2022-02-08 15:47:04,47.8667,128.8333,-6.45,100,94,0.31
335,Kiruna,SE,2022-02-08 15:47:04,67.8557,20.2251,20.32,93,100,6.91
336,Moussoro,TD,2022-02-08 15:47:04,13.6408,16.4901,85.15,5,0,11.34
337,Blagoevgrad,BG,2022-02-08 15:47:05,42.0167,23.1,32.68,79,87,11.61
338,Coihaique,CL,2022-02-08 15:43:37,-45.5752,-72.0662,62.55,39,40,6.91
339,Flin Flon,CA,2022-02-08 15:45:32,54.7682,-101.865,33.64,80,75,18.41
340,Dresden,DE,2022-02-08 15:47:05,51.0509,13.7383,47.98,77,75,16.11
341,Kopayhorod,UA,2022-02-08 15:47:06,48.8592,27.7969,32.4,84,100,11.45
342,Osterburg,DE,2022-02-08 15:47:06,52.7833,11.7667,53.51,89,100,16.33
343,Maamba,ZM,2022-02-08 15:47:06,-17.3667,27.15,76.64,79,54,3.18
344,Hearst,CA,2022-02-08 15:47:06,49.6835,-83.6665,8.85,86,47,6.96
345,Iwanai,JP,2022-02-08 15:47:07,42.9744,140.5089,25.05,80,100,8.28
346,Jiuquan,CN,2022-02-08 15:47:07,39.7432,98.5174,19.44,69,29,4.41
347,San Quintin,MX,2022-02-08 15:47:08,30.4833,-115.95,62.82,30,15,0.87
348,Cabo Rojo,PR,2022-02-08 15:42:54,18.0866,-67.1457,84.09,66,8,5.99
349,Port Hedland,AU,2022-02-08 15:47:08,-20.3167,118.5667,78.85,100,95,6.91
350,Lebu,CL,2022-02-08 15:47:08,-37.6167,-73.65,67.08,72,80,17.96
351,Luyang,CN,2022-02-08 15:47:08,27.6239,110.0989,32.94,99,100,3.0
352,Palmer,US,2022-02-08 15:47:09,42.1584,-72.3287,41.07,84,75,8.05
353,Morant Bay,JM,2022-02-08 15:47:09,17.8815,-76.4093,80.22,69,7,7.58
354,Bhindar,IN,2022-02-08 15:47:09,24.5,74.1833,64.65,43,4,5.32
355,Sol-Iletsk,RU,2022-02-08 15:47:10,51.1631,54.9918,9.45,99,100,4.03
356,Ayan,RU,2022-02-08 15:47:10,56.45,138.1667,7.27,78,100,6.24
357,Mangawan,IN,2022-02-08 15:47:10,24.6833,81.55,61.56,52,0,8.37
358,Evensk,RU,2022-02-08 15:47:11,61.95,159.2333,-4.45,70,9,8.59
359,Hushitai,CN,2022-02-08 15:47:11,41.9322,123.5114,25.95,64,1,5.39
360,Tambacounda,SN,2022-02-08 15:47:11,13.7539,-13.7586,104.05,7,0,13.8
361,Prizren,XK,2022-02-08 15:44:02,42.2139,20.7397,37.04,83,95,3.42
362,Koumra,TD,2022-02-08 15:47:12,8.9126,17.5539,94.93,8,74,5.26
363,Chimbote,PE,2022-02-08 15:44:47,-9.0853,-78.5783,75.42,67,44,7.81
364,Urengoy,RU,2022-02-08 15:48:12,65.9667,78.3667,-8.27,90,99,11.32
365,Kiama,AU,2022-02-08 15:48:12,-34.6833,150.8667,64.99,90,6,5.61
366,Praia Da Vitoria,PT,2022-02-08 15:48:13,38.7333,-27.0667,62.76,88,75,8.55
367,Develi,TR,2022-02-08 15:48:13,38.3906,35.4922,45.75,90,82,14.9
368,Nhulunbuy,AU,2022-02-08 15:48:13,-12.2333,136.7667,79.41,89,40,0.0
369,Kisanga,TZ,2022-02-08 15:48:14,-7.4362,37.7034,77.25,88,99,3.76
370,Saint-Joseph,RE,2022-02-08 15:48:14,-21.3667,55.6167,79.18,82,50,8.99
371,Alice Springs,AU,2022-02-08 15:43:33,-23.7,133.8833,78.35,61,67,6.91
372,Puerto Armuelles,PA,2022-02-08 15:48:14,8.2833,-82.8667,88.83,60,38,4.07
373,Azad Shahr,IR,2022-02-08 15:48:15,34.7909,48.5707,39.76,38,0,11.5
374,Samarai,PG,2022-02-08 15:48:15,-10.6167,150.6667,80.8,79,58,3.53
375,Kitob,UZ,2022-02-08 15:48:15,39.0843,66.8332,36.18,81,57,3.96
376,Eirunepe,BR,2022-02-08 15:48:16,-6.6603,-69.8736,72.86,99,100,1.16
377,Waipawa,NZ,2022-02-08 15:48:16,-41.4122,175.5153,60.46,97,99,4.36
378,Beitbridge,ZW,2022-02-08 15:48:16,-22.2167,30.0,88.54,39,8,13.18
379,Chaplynka,UA,2022-02-08 15:48:17,46.3651,33.5403,36.81,96,100,17.22
380,Goiania,BR,2022-02-08 15:48:13,-16.6786,-49.2539,81.23,69,75,5.75
381,Carutapera,BR,2022-02-08 15:48:17,-1.195,-46.02,84.79,68,48,5.88
382,Salinopolis,BR,2022-02-08 15:48:17,-0.6136,-47.3561,82.8,74,39,8.3
383,Cortez,US,2022-02-08 15:48:18,37.3489,-108.5859,37.42,67,0,3.44
384,Bereda,ES,2022-02-08 15:48:18,43.2686,-7.5406,64.15,47,3,2.86
385,Acapulco,MX,2022-02-08 15:48:18,16.8634,-99.8901,80.26,58,9,3.94
386,Mar Del Plata,AR,2022-02-08 15:48:19,-38.0023,-57.5575,69.82,78,20,13.0
387,Dagua,CO,2022-02-08 15:48:19,3.6569,-76.6886,72.1,89,99,3.67
388,Mitsamiouli,KM,2022-02-08 15:48:19,-11.3847,43.2844,75.49,94,75,5.75
389,Goderich,CA,2022-02-08 15:47:38,43.7501,-81.7165,28.9,74,99,9.22
390,Neiafu,TO,2022-02-08 15:48:20,-18.65,-173.9833,75.88,94,100,2.3
391,Marica,BR,2022-02-08 15:48:20,-22.9194,-42.8186,77.16,89,100,7.47
392,Puerto Ayacucho,VE,2022-02-08 15:48:21,5.6639,-67.6236,87.58,78,100,3.85
393,Kourou,GF,2022-02-08 15:48:21,5.1552,-52.6478,82.11,81,92,7.92
394,Nouadhibou,MR,2022-02-08 15:48:21,20.931,-17.0347,75.18,60,20,11.5
395,Barbastro,ES,2022-02-08 15:48:22,42.0356,0.1269,59.72,43,5,2.95
396,Nyurba,RU,2022-02-08 15:48:22,63.2842,118.3319,-14.31,98,100,4.5
397,Baryatino,RU,2022-02-08 15:48:22,54.3121,34.521,26.65,86,92,9.33
398,Bonavista,CA,2022-02-08 15:48:23,48.6499,-53.1147,33.12,77,100,15.35
399,Meulaboh,ID,2022-02-08 15:48:23,4.1363,96.1285,76.42,89,88,4.27
400,Isangel,VU,2022-02-08 15:48:23,-19.55,169.2667,80.22,90,100,21.25
401,Jieshou,CN,2022-02-08 15:48:24,33.2634,115.3611,36.18,77,100,4.9
402,Muromtsevo,RU,2022-02-08 15:48:24,56.3724,75.2418,1.04,99,45,6.78
403,Sadovoye,RU,2022-02-08 15:48:24,47.7764,44.5089,37.54,74,100,13.35
404,Baracoa,CU,2022-02-08 15:48:25,20.3467,-74.4958,80.85,72,30,5.5
405,Boueni,YT,2022-02-08 15:48:25,-12.9025,45.0761,78.78,79,100,14.18
406,Zhangjiakou,CN,2022-02-08 15:48:25,40.81,114.8794,20.84,30,0,1.95
407,Brownsville,US,2022-02-08 15:46:38,25.9018,-97.4975,58.01,63,0,5.75
408,Canutama,BR,2022-02-08 15:48:26,-6.5339,-64.3831,80.29,88,100,3.33
409,Grafton,US,2022-02-08 15:46:37,42.207,-71.6856,39.36,84,100,9.22
410,Along,IN,2022-02-08 15:48:26,28.1667,94.7667,50.5,87,70,2.13
411,Kidal,ML,2022-02-08 15:49:26,18.4411,1.4078,85.05,5,2,5.99
412,Kalmunai,LK,2022-02-08 15:49:27,7.4167,81.8167,77.65,69,99,9.33
413,Manono,CD,2022-02-08 15:49:27,-7.3,27.4167,78.85,82,14,3.44
414,Bone,DE,2022-02-08 15:49:27,51.9669,12.1396,51.3,77,100,17.07
415,Sychevka,RU,2022-02-08 15:49:28,55.8252,34.2736,27.64,90,100,10.2
416,Gallup,US,2022-02-08 15:49:28,35.5281,-108.7426,35.1,34,91,1.68
417,Nieves,PH,2022-02-08 15:49:28,15.3274,120.9485,73.98,80,7,5.01
418,Honiara,SB,2022-02-08 15:49:29,-9.4333,159.95,77.56,91,89,5.97
419,Bennettsville,US,2022-02-08 15:49:29,34.6174,-79.6848,42.62,91,100,5.91
420,Muramatsu,JP,2022-02-08 15:49:29,37.6833,139.1833,31.21,98,100,2.51
421,Merauke,ID,2022-02-08 15:49:30,-8.4667,140.3333,78.15,89,100,10.51
422,Abu Zabad,SD,2022-02-08 15:49:30,12.35,29.25,79.25,14,100,7.63
423,Port Hardy,CA,2022-02-08 15:46:56,50.6996,-127.4199,44.76,93,100,13.8
424,San Jose,US,2022-02-08 15:46:34,37.3394,-121.895,56.44,67,20,3.44
425,Diffa,NE,2022-02-08 15:49:30,13.3154,12.6113,82.74,8,3,12.46
426,Talara,PE,2022-02-08 15:49:31,-4.5772,-81.2719,79.56,57,75,12.66
427,Lavrentiya,RU,2022-02-08 15:49:31,65.5833,-171.0,-27.13,96,46,13.24
428,Jiwani,PK,2022-02-08 15:49:31,25.05,61.7417,71.38,56,0,13.11
429,Phayao,TH,2022-02-08 15:49:32,19.25,100.25,64.45,34,33,1.83
430,Nikolayevsk-Na-Amure,RU,2022-02-08 15:49:32,53.1406,140.73,6.19,97,100,6.2
431,Raga,SS,2022-02-08 15:49:32,8.4596,25.678,82.29,15,63,4.47
432,Serabu,SL,2022-02-08 15:49:32,7.7958,-12.0536,99.59,23,44,2.21
433,Kunya,NG,2022-02-08 15:49:33,12.2233,8.5325,87.96,19,68,10.36
434,Prince George,CA,2022-02-08 15:45:32,53.9166,-122.753,36.84,82,100,13.8
435,Cayenne,GF,2022-02-08 15:49:33,4.9333,-52.3333,82.09,83,75,19.57
436,Dalhousie,IN,2022-02-08 15:49:33,32.5333,75.9833,35.02,72,23,6.73
437,Wairoa,NZ,2022-02-08 15:49:34,-39.0333,177.3667,66.6,99,99,2.06
438,Mehran,IR,2022-02-08 15:49:34,33.1222,46.1646,58.48,43,4,10.89
439,Dergachi,RU,2022-02-08 15:49:34,51.2328,48.7659,17.17,97,48,8.55
440,Omaha,US,2022-02-08 15:47:10,41.2586,-95.9378,45.18,49,75,11.5
441,Portland,US,2022-02-08 15:45:06,45.5234,-122.6762,41.7,94,100,4.0
442,Great Yarmouth,GB,2022-02-08 15:49:35,52.6083,1.7305,55.65,81,98,17.54
443,Pevek,RU,2022-02-08 15:49:35,69.7008,170.3133,-31.9,100,41,5.03
444,Port-Cartier,CA,2022-02-08 15:49:35,50.0334,-66.8654,18.75,93,100,11.3
445,Dolores Hidalgo,MX,2022-02-08 15:49:36,21.1561,-100.9308,45.86,73,100,6.38
446,Bijie,CN,2022-02-08 15:49:36,27.3125,105.2942,30.54,95,99,4.32
447,Nelson Bay,AU,2022-02-08 15:49:36,-32.7167,152.15,64.99,94,1,4.68
448,Ketchikan,US,2022-02-08 15:49:37,55.3422,-131.6461,43.27,93,100,19.57
449,Beloha,MG,2022-02-08 15:49:37,-25.1667,45.05,78.98,72,74,16.42
450,Tonantins,BR,2022-02-08 15:49:37,-2.8731,-67.8022,77.18,94,100,4.05
451,Formosa,AR,2022-02-08 15:49:38,-26.1775,-58.1781,85.98,32,0,9.22
452,Maneadero,MX,2022-02-08 15:49:38,31.7167,-116.5667,63.03,24,1,5.46
453,Tokur,RU,2022-02-08 15:49:38,53.1333,132.9,-21.95,100,99,1.99
454,Plouzane,FR,2022-02-08 15:49:39,48.3833,-4.6167,53.92,87,100,10.36
455,Tambun,ID,2022-02-08 15:49:39,-6.2641,107.0712,80.49,85,99,1.63
456,Yulara,AU,2022-02-08 15:49:39,-25.2406,130.9889,76.84,78,75,5.75
457,Filingue,NE,2022-02-08 15:49:40,14.3521,3.3168,93.25,7,0,10.63
458,Ajdabiya,LY,2022-02-08 15:49:40,30.7554,20.2263,55.99,70,62,20.87
459,Kijang,KR,2022-02-08 15:50:40,35.2442,129.2139,35.33,41,85,6.93
460,Nizwa,OM,2022-02-08 15:50:40,22.9333,57.5333,67.46,29,0,2.84
461,Vawkavysk,BY,2022-02-08 15:50:41,53.1561,24.4513,35.29,96,100,15.14
462,Rocha,UY,2022-02-08 15:50:41,-34.4833,-54.3333,72.32,52,81,9.13
463,San Patricio,US,2022-02-08 15:50:41,28.017,-97.5169,55.87,39,0,4.65
464,Parabel,RU,2022-02-08 15:50:42,58.6978,81.4825,-14.84,100,16,4.74
465,Khammam,IN,2022-02-08 15:50:42,17.25,80.15,73.81,71,10,11.77
466,Avera,US,2022-02-08 15:50:42,33.194,-82.5271,47.37,57,100,7.47
467,New Glasgow,CA,2022-02-08 15:50:43,45.5834,-62.6486,41.38,100,100,14.47
468,Kysyl-Syr,RU,2022-02-08 15:50:43,63.8986,122.7617,-40.32,100,93,1.77
469,Vidisha,IN,2022-02-08 15:50:43,23.5333,77.8167,65.53,35,0,3.69
470,Jerome,US,2022-02-08 15:49:51,42.7241,-114.5186,21.69,86,100,4.61
471,Caravelas,BR,2022-02-08 15:50:43,-17.7125,-39.2481,85.21,59,100,8.61
472,Swan River,CA,2022-02-08 15:46:05,52.1058,-101.2676,37.29,75,95,12.66
473,Businga,CD,2022-02-08 15:50:44,3.3333,20.8833,94.55,17,51,3.0
474,Weligama,LK,2022-02-08 15:50:44,5.9667,80.4167,76.42,83,100,3.8
475,Dale,US,2022-02-08 15:50:45,38.1689,-86.99,41.34,81,11,10.89
476,Neuquen,AR,2022-02-08 15:46:48,-38.9516,-68.0591,85.89,21,0,9.22
477,Iskateley,RU,2022-02-08 15:50:45,67.6803,53.1512,10.9,94,100,13.4
478,Broken Hill,AU,2022-02-08 15:50:45,-31.95,141.4333,76.71,41,100,18.41
479,Kaabong,UG,2022-02-08 15:50:46,3.4836,34.1492,76.48,31,84,16.33
480,Yelan,RU,2022-02-08 15:50:46,50.949,43.7378,32.41,98,100,14.65
481,Teguldet,RU,2022-02-08 15:50:46,57.3064,88.1667,-5.57,99,59,5.06
482,Nipawin,CA,2022-02-08 15:50:46,53.3668,-104.0009,33.84,86,75,26.46
483,Beira,MZ,2022-02-08 15:47:19,-19.8436,34.8389,86.09,62,20,6.91
484,Kirakira,SB,2022-02-08 15:50:47,-10.4544,161.9205,79.02,88,100,8.97
485,Shingu,JP,2022-02-08 15:50:47,33.7333,135.9833,38.91,87,66,6.4
486,Cockburn Town,TC,2022-02-08 15:50:47,21.4612,-71.1419,77.43,79,5,21.68
487,Brae,GB,2022-02-08 15:50:48,60.3964,-1.353,42.71,76,99,31.68
488,Sirjan,IR,2022-02-08 15:50:48,29.452,55.6814,46.2,27,0,4.54
489,Maumere,ID,2022-02-08 15:50:48,-8.6199,122.2111,80.04,82,93,3.83
490,Manaira,BR,2022-02-08 15:50:49,-7.7061,-38.1544,88.07,33,56,3.15
491,Vila Do Maio,CV,2022-02-08 15:50:49,15.1333,-23.2167,83.19,78,0,10.25
492,Asau,RO,2022-02-08 15:50:50,46.4333,26.4,34.72,85,12,4.63
493,Roebourne,AU,2022-02-08 15:50:50,-20.7833,117.1333,84.06,73,54,3.85
494,Velyka Bahachka,UA,2022-02-08 15:50:50,49.7912,33.7226,32.0,92,100,12.48
495,Pitimbu,BR,2022-02-08 15:50:51,-7.4706,-34.8086,86.59,57,33,10.36
496,Teeli,RU,2022-02-08 15:50:51,51.0333,90.2333,3.06,89,100,2.53
497,Cove,BJ,2022-02-08 15:50:51,7.221,2.3402,99.73,17,6,4.03
498,Rongcheng,CN,2022-02-08 15:50:51,30.634,117.8517,38.46,94,100,2.35
499,Mandalgovi,MN,2022-02-08 15:50:52,45.7625,106.2708,7.23,54,10,7.76
500,Islamkot,PK,2022-02-08 15:50:52,24.6997,70.177,74.44,48,49,12.57
501,Biak,ID,2022-02-08 15:50:52,-0.9131,122.8766,75.24,82,100,2.73
502,Atar,MR,2022-02-08 15:50:53,20.5169,-13.0499,89.65,14,36,4.61
503,Opuwo,NA,2022-02-08 15:50:53,-18.0607,13.84,80.33,41,96,11.01
504,Filadelfia,US,2022-02-08 15:50:27,39.9523,-75.1638,44.1,67,75,17.27
505,Shahabad,IN,2022-02-08 15:51:53,27.65,79.95,61.02,68,0,2.17
506,Inta,RU,2022-02-08 15:51:54,66.0317,60.1659,-5.26,91,99,4.76
507,Buchanan,LR,2022-02-08 15:51:54,5.8808,-10.0467,89.56,63,88,13.27
508,Goure,NE,2022-02-08 15:51:54,13.9835,10.2704,85.01,5,77,13.8
509,Mongagua,BR,2022-02-08 15:51:55,-24.0931,-46.6208,85.93,73,55,7.83
510,Orlik,RU,2022-02-08 15:51:55,52.5178,99.825,-11.4,95,88,2.86
511,Vega De Alatorre,MX,2022-02-08 15:51:56,20.0333,-96.6333,58.89,77,99,16.93
512,Kanye,BW,2022-02-08 15:51:56,-24.9667,25.3327,78.96,36,90,6.8
513,Ballina,AU,2022-02-08 15:51:56,-28.8667,153.5667,62.78,94,40,0.0
514,Anadyr,RU,2022-02-08 15:51:57,64.75,177.4833,-30.5,75,20,15.66
515,Sisimiut,GL,2022-02-08 15:51:57,66.9395,-53.6735,-2.45,77,100,18.57
516,Tura,IN,2022-02-08 15:51:57,25.5198,90.2201,54.73,75,0,3.89
517,Charlottetown,CA,2022-02-08 15:51:57,46.2352,-63.1267,34.2,97,100,15.01
518,Teguise,ES,2022-02-08 15:51:58,29.0605,-13.564,68.22,64,32,8.05
519,Wahpeton,US,2022-02-08 15:51:58,46.2652,-96.6059,39.42,86,0,12.66
520,Bud,US,2022-02-08 15:51:58,39.447,-86.1758,32.49,68,26,9.69
521,Saint-Leu,RE,2022-02-08 15:51:59,-21.15,55.2833,79.66,84,35,5.75
522,Grindavik,IS,2022-02-08 15:51:59,63.8424,-22.4338,34.27,80,75,8.05
523,Luohe,CN,2022-02-08 15:51:59,33.5717,114.0353,34.92,75,98,4.94
524,Amga,RU,2022-02-08 15:52:00,60.8953,131.9608,-24.21,100,100,0.56
525,Gorontalo,ID,2022-02-08 15:52:00,0.5412,123.0595,72.77,95,100,3.38
526,Muros,ES,2022-02-08 15:52:00,42.7762,-9.0603,68.68,54,0,5.39
527,Namatanai,PG,2022-02-08 15:52:01,-3.6667,152.4333,79.74,84,100,5.35
528,Akdepe,TM,2022-02-08 15:52:01,42.0551,59.3788,37.49,67,9,7.56
529,Acajutla,SV,2022-02-08 15:52:02,13.5928,-89.8275,84.79,46,15,4.52
530,Naron,ES,2022-02-08 15:52:02,43.5167,-8.1528,64.67,61,4,3.13
531,Eagle Pass,US,2022-02-08 15:52:02,28.7091,-100.4995,57.24,31,0,4.09
532,Kutum,SD,2022-02-08 15:52:03,14.2,24.6667,71.08,9,8,7.0
533,Kailua,US,2022-02-08 15:52:03,21.4022,-157.7394,73.38,74,20,9.22
534,Abu Dhabi,AE,2022-02-08 15:48:06,24.4667,54.3667,68.11,61,0,12.66
535,Valkeala,FI,2022-02-08 15:52:03,60.9401,26.7979,27.3,100,100,8.05
536,Camana,PE,2022-02-08 15:52:04,-16.6228,-72.7111,74.98,71,34,11.36
537,Kahului,US,2022-02-08 15:52:04,20.8947,-156.47,73.85,75,0,5.99
538,Kuryk,KZ,2022-02-08 15:52:04,43.2,51.65,39.87,53,85,14.25
539,Nettuno,IT,2022-02-08 15:52:05,41.4826,12.679,58.24,44,0,9.24
540,Kavieng,PG,2022-02-08 15:52:05,-2.5744,150.7967,81.1,82,88,8.77
541,Stornoway,GB,2022-02-08 15:52:05,58.2093,-6.3865,41.94,85,40,18.41
542,Mehriz,IR,2022-02-08 15:52:06,31.5917,54.4318,50.5,23,0,0.74
543,Pyinmana,MM,2022-02-08 15:52:06,19.7333,96.2167,64.13,36,26,3.2
544,Galesong,ID,2022-02-08 15:52:06,-5.3166,119.3661,77.02,84,96,4.32
545,Los Llanos De Aridane,ES,2022-02-08 15:52:05,28.6585,-17.9182,78.55,69,0,8.01
546,Talcahuano,CL,2022-02-08 15:52:07,-36.7167,-73.1167,71.28,56,0,12.66
547,Mukhen,RU,2022-02-08 15:52:07,48.1,136.1,2.25,98,100,3.06
548,Westport,US,2022-02-08 15:52:07,41.1415,-73.3579,43.29,76,30,5.01
549,Prince Albert,CA,2022-02-08 15:53:08,53.2001,-105.7677,31.95,74,40,16.11
550,Kyren,RU,2022-02-08 15:53:08,51.6828,102.1408,7.2,98,100,1.39
551,Haines Junction,CA,2022-02-08 15:53:08,60.7522,-137.5108,22.95,93,99,2.3
552,Suhum,GH,2022-02-08 15:53:09,6.0409,-0.45,86.36,30,30,8.41
553,Mangrol,IN,2022-02-08 15:53:09,21.1167,70.1167,69.73,73,0,12.21
554,Hue,VN,2022-02-08 15:53:09,16.4667,107.6,73.51,94,75,3.44
555,Nagybajom,HU,2022-02-08 15:53:10,46.3923,17.5115,47.77,49,84,3.0
556,Vao,NC,2022-02-08 15:53:10,-22.6667,167.4833,80.55,87,98,22.88
557,Chenzhou,CN,2022-02-08 15:53:10,25.8,113.0333,36.63,98,100,3.56
558,Poya,NC,2022-02-08 15:53:11,-21.35,165.15,79.43,92,100,14.85
559,San Andres,CO,2022-02-08 15:53:11,12.5847,-81.7006,82.42,65,20,8.05
560,Dryden,CA,2022-02-08 15:53:12,49.7833,-92.7503,14.29,85,100,11.5
561,Jumla,NP,2022-02-08 15:53:12,29.2747,82.1838,34.12,94,89,3.22
562,Semey,KZ,2022-02-08 15:53:12,50.4111,80.2275,12.99,96,100,5.21
563,Lubawa,PL,2022-02-08 15:53:13,53.5043,19.7497,38.71,93,100,19.6
564,Vardo,NO,2022-02-08 15:53:13,70.3705,31.1107,28.6,81,57,18.39
565,Port Moresby,PG,2022-02-08 15:52:31,-9.4431,147.1797,77.31,85,100,4.09
566,Katsuura,JP,2022-02-08 15:53:14,35.1333,140.3,45.19,85,98,13.4
567,Unity,CA,2022-02-08 15:53:14,52.4501,-109.1682,29.25,89,64,13.6
568,Tullow,IE,2022-02-08 15:53:14,52.8003,-6.7369,54.79,88,100,9.46
569,Tezu,IN,2022-02-08 15:53:15,27.9167,96.1667,55.62,70,80,3.49
