City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Grabouw,ZA,-34.1515,19.0151,68.45,79,0,3.62,clear sky
348,New Richmond,US,45.123,-92.5366,20.79,79,40,10.36,scattered clouds
349,Cabo San Lucas,MX,22.8909,-109.9124,76.51,51,0,4.61,clear sky
350,Constitucion,CL,-35.3333,-72.4167,67.23,62,79,6.98,broken clouds
351,San Quintin,MX,30.4833,-115.95,71.17,24,0,6.8,clear sky
352,Saint-Joseph,RE,-21.3667,55.6167,77.38,81,30,5.91,scattered clouds
353,Baruun-Urt,MN,46.6806,113.2792,-5.71,99,76,3.18,broken clouds
354,Mugur-Aksy,RU,50.35,90.5,-19.8,94,78,5.41,broken clouds
355,Bandarban,BD,22.1965,92.2262,60.64,76,1,2.39,clear sky
356,Khatanga,RU,71.9667,102.5,-3.62,96,93,13.94,overcast clouds
357,Shangrao,CN,28.4532,117.9686,42.6,95,100,6.04,light rain
358,Igarka,RU,67.4667,86.5833,-17.63,97,15,9.91,few clouds
359,Ayan,RU,56.45,138.1667,12.09,94,100,9.22,light snow
360,Iquique,CL,-20.2208,-70.1431,75.24,64,5,6.02,clear sky
361,Kloulklubed,PW,7.0419,134.2556,77.5,77,96,11.61,overcast clouds
362,Ocos,GT,14.5094,-92.1933,90.73,61,1,8.43,clear sky
363,Sanguem,IN,15.2333,74.1667,78.28,70,36,3.02,scattered clouds
364,Smithers,CA,54.7804,-127.1743,37.72,60,20,13.8,few clouds
365,Catia La Mar,VE,10.6038,-67.0303,90.5,55,75,4.61,broken clouds
366,Nashville,US,36.1659,-86.7844,58.69,36,0,5.75,clear sky
367,Deputatskiy,RU,69.3,139.9,-23.53,94,90,6.2,overcast clouds
368,Verkh-Chebula,RU,56.0308,87.6218,-18.15,100,18,3.49,few clouds
369,Gazimurskiy Zavod,RU,51.5461,118.3266,-12.15,100,100,1.16,overcast clouds
370,Nador,MA,35.174,-2.9287,59.25,67,20,5.75,few clouds
371,San Cristobal,VE,7.7669,-72.225,75.38,50,76,3.49,broken clouds
372,Upata,VE,8.0086,-62.3989,91.44,31,100,3.8,overcast clouds
373,Inuvik,CA,68.3499,-133.7218,-13.79,76,100,2.3,light snow
374,Gigmoto,PH,13.7796,124.39,76.91,85,100,13.31,overcast clouds
375,Acapulco,MX,16.8634,-99.8901,84.02,54,75,3.44,broken clouds
376,Kokopo,PG,-4.352,152.2633,77.92,84,99,4.0,light rain
377,Vardo,NO,70.3705,31.1107,26.8,80,75,9.22,broken clouds
378,Rassvet,RU,46.8333,40.75,37.31,94,93,17.45,overcast clouds
379,Bima,ID,-8.4667,118.7167,75.56,97,100,1.95,overcast clouds
380,Longyearbyen,SJ,78.2186,15.6401,24.64,68,0,10.36,clear sky
381,Kaeo,NZ,-35.1,173.7833,74.32,98,93,7.36,overcast clouds
382,Riobamba,EC,-1.6667,-78.6333,68.36,60,75,17.27,broken clouds
383,Plouzane,FR,48.3833,-4.6167,47.08,84,40,8.05,scattered clouds
384,Zapolyarnyy,RU,69.4154,30.8136,25.88,97,94,8.81,overcast clouds
385,Salekhard,RU,66.53,66.6019,14.76,92,100,16.73,overcast clouds
386,Newport,GB,51.5877,-2.9984,44.85,69,23,1.99,few clouds
387,Nouadhibou,MR,20.931,-17.0347,84.18,26,79,9.22,broken clouds
388,Ingham,US,42.6,-84.3833,31.77,76,100,12.66,overcast clouds
389,Mogadishu,SO,2.0371,45.3438,77.29,79,1,22.53,clear sky
390,Saint Anthony,US,45.0205,-93.218,22.14,72,0,11.5,clear sky
391,Orlik,RU,52.5178,99.825,-28.98,98,95,2.46,overcast clouds
392,Sao Filipe,CV,14.8961,-24.4956,79.21,50,100,9.28,overcast clouds
393,Hami,CN,42.8,93.45,25.7,61,88,3.2,overcast clouds
394,Qostanay,KZ,53.1667,63.5833,4.89,97,98,8.01,overcast clouds
395,Goderich,CA,43.7501,-81.7165,31.91,80,88,16.51,overcast clouds
396,Svetlyy,RU,54.675,20.1347,39.25,88,100,9.98,light rain
397,Athenry,IE,53.2964,-8.7431,42.44,76,24,6.73,few clouds
398,Port Augusta,AU,-32.5,137.7667,64.54,62,0,10.11,clear sky
399,Mezen,RU,65.8522,44.24,24.85,90,100,13.58,overcast clouds
400,Misratah,LY,32.3754,15.0925,57.9,62,1,6.96,clear sky
401,Blagoyevo,RU,63.3667,47.9167,24.33,93,100,9.48,overcast clouds
402,Santiago,CL,-33.4569,-70.6483,83.28,49,20,6.91,haze
403,Vao,NC,-22.6667,167.4833,81.41,87,100,41.54,moderate rain
404,Martapura,ID,-3.4167,114.85,77.09,94,100,2.3,overcast clouds
405,Vostok,RU,46.4856,135.8833,4.26,99,88,2.95,overcast clouds
406,Cockburn Town,TC,21.4612,-71.1419,77.49,73,41,16.87,scattered clouds
407,Lagoa,PT,39.05,-27.9833,58.5,72,50,4.23,scattered clouds
408,Cidreira,BR,-30.1811,-50.2056,76.8,71,0,15.99,clear sky
409,Bodden Town,KY,19.2833,-81.25,82.99,70,40,10.36,scattered clouds
410,Dharur,IN,18.8167,76.1167,68.99,37,46,7.56,scattered clouds
411,Clyde River,CA,70.4692,-68.5914,-16.37,69,100,0.0,overcast clouds
412,Rawson,AR,-43.3002,-65.1023,65.86,40,82,22.86,broken clouds
413,Ovre Ardal,NO,61.3167,7.8,27.48,100,97,4.16,overcast clouds
414,Ghanzi,BW,-21.5667,21.7833,77.31,47,56,7.49,broken clouds
415,Veraval,IN,20.9,70.3667,71.65,45,3,12.95,clear sky
416,Honiara,SB,-9.4333,159.95,77.32,88,83,6.11,moderate rain
417,Price,US,39.5994,-110.8107,47.41,52,0,8.05,clear sky
418,Caravelas,BR,-17.7125,-39.2481,84.96,60,21,11.01,few clouds
419,Montecristo,CO,8.2971,-74.4733,88.57,64,58,1.48,broken clouds
420,Tura,IN,25.5198,90.2201,57.33,87,30,1.86,scattered clouds
421,Margate,GB,51.3813,1.3862,43.97,73,100,1.99,overcast clouds
422,Mao,ES,39.8885,4.2658,55.96,76,75,3.44,broken clouds
423,Touros,BR,-5.1989,-35.4608,88.7,55,48,13.02,scattered clouds
424,Rovaniemi,FI,66.5,25.7167,27.81,100,100,5.75,light snow
425,Avera,US,33.194,-82.5271,66.7,35,5,7.43,clear sky
426,Dangriga,BZ,16.9692,-88.2321,78.76,62,31,8.34,scattered clouds
427,Klaksvik,FO,62.2266,-6.589,31.12,52,97,14.74,overcast clouds
428,Mantua,IT,45.1667,10.7833,55.72,77,6,3.2,clear sky
429,Coruripe,BR,-10.1256,-36.1756,85.95,59,55,17.78,broken clouds
430,Cap Malheureux,MU,-19.9842,57.6142,79.29,76,22,1.01,few clouds
431,Pimentel,PE,-6.8367,-79.9342,80.89,57,20,4.61,few clouds
432,Kyra,RU,49.5776,111.9753,-0.74,93,100,3.65,overcast clouds
433,Comodoro Rivadavia,AR,-45.8667,-67.5,60.66,41,0,14.97,clear sky
434,Khani,GE,41.9563,42.9566,33.37,97,100,2.3,light snow
435,Damghan,IR,36.1683,54.348,46.62,34,100,2.13,overcast clouds
436,Bibiani,GH,6.4635,-2.3194,89.37,28,3,2.1,clear sky
437,Port-Gentil,GA,-0.7193,8.7815,80.19,81,97,5.61,moderate rain
438,Geraldton,AU,-28.7667,114.6,68.41,88,0,0.0,clear sky
439,Bonthe,SL,7.5264,-12.505,82.45,72,2,11.86,clear sky
440,Pavlikeni,BG,43.2428,25.3219,47.37,66,0,4.45,clear sky
441,Suluq,LY,31.6682,20.2521,54.01,66,15,10.13,few clouds
442,Opuwo,NA,-18.0607,13.84,68.86,84,95,2.1,light rain
443,Flin Flon,CA,54.7682,-101.865,6.64,78,100,10.36,light snow
444,Indramayu,ID,-6.3264,108.32,79.41,82,100,12.1,overcast clouds
445,La Asuncion,VE,11.0333,-63.8628,71.33,100,12,16.11,few clouds
446,Tornio,FI,65.8481,24.1466,32.02,97,99,9.13,light snow
447,Bowen,AU,-20.0167,148.2333,73.62,78,48,5.32,scattered clouds
448,Mundgod,IN,14.9667,75.0333,70.11,54,9,2.28,clear sky
449,Camacha,PT,33.0833,-16.3333,63.82,88,20,3.44,few clouds
450,Illapel,CL,-31.6308,-71.1653,75.51,58,81,8.93,broken clouds
451,Cajabamba,PE,-7.6167,-78.05,64.49,61,98,5.26,light rain
452,Balaipungut,ID,1.05,101.2833,71.37,99,100,2.57,moderate rain
453,Richards Bay,ZA,-28.783,32.0377,74.46,87,7,6.33,light rain
454,Safranbolu,TR,41.2508,32.6942,26.83,91,37,1.61,scattered clouds
455,Zhengjiatun,CN,43.5064,123.5064,15.49,92,99,3.74,overcast clouds
456,Salinopolis,BR,-0.6136,-47.3561,80.1,83,91,7.34,light rain
457,Melito Di Porto Salvo,IT,37.9222,15.7714,55.96,71,0,13.8,clear sky
458,Jinka,ET,5.65,36.65,72.75,38,31,1.86,scattered clouds
459,Prince Rupert,CA,54.3161,-130.3201,41.09,81,100,5.75,overcast clouds
460,Yerofey Pavlovich,RU,53.9667,121.9667,-7.91,93,98,3.18,overcast clouds
461,The Valley,AI,18.217,-63.0578,84.06,73,20,10.36,few clouds
462,Birjand,IR,32.8663,59.2211,43.27,28,0,6.91,clear sky
463,Havoysund,NO,70.9963,24.6622,25.03,72,100,10.31,overcast clouds
464,Sioux Lookout,CA,50.1001,-91.917,10.78,78,100,11.5,overcast clouds
465,High Rock,BS,26.6208,-78.2833,75.22,62,75,9.04,broken clouds
466,Sampit,ID,-2.5333,112.95,73.49,96,100,2.71,overcast clouds
467,Bumba,CD,2.1833,22.4667,81.66,29,27,2.84,scattered clouds
468,Kohlu,PK,29.8962,69.252,49.3,20,0,2.59,clear sky
469,Bella Union,UY,-30.2752,-57.6007,95.29,15,0,4.14,clear sky
470,Sistranda,NO,63.7256,8.834,34.9,63,96,27.22,overcast clouds
471,Kulhudhuffushi,MV,6.6221,73.07,80.85,75,56,11.95,broken clouds
472,Kutum,SD,14.2,24.6667,64.26,10,0,11.1,clear sky
473,Waingapu,ID,-9.6567,120.2641,76.05,89,100,6.58,overcast clouds
474,Burla,IN,21.5,83.8667,67.08,66,40,5.37,scattered clouds
475,Dwarka,IN,22.2394,68.9678,70.74,46,5,10.92,clear sky
476,Minab,IR,27.1467,57.0801,62.92,77,0,0.0,clear sky
477,Itoman,JP,26.1247,127.6694,60.82,66,75,3.44,broken clouds
478,Bela,IN,25.9333,81.9833,54.82,73,0,7.47,clear sky
479,Shostka,UA,51.863,33.4698,30.78,95,83,7.99,broken clouds
480,Port Macquarie,AU,-31.4333,152.9167,64.36,75,22,4.94,few clouds
481,Nome,US,64.5011,-165.4064,-20.13,76,0,0.0,clear sky
482,Olafsvik,IS,64.8945,-23.7142,35.04,57,94,25.75,light snow
483,Mahajanga,MG,-15.7167,46.3167,80.62,89,40,9.22,scattered clouds
484,Viedma,AR,-40.8135,-62.9967,66.97,40,91,22.06,overcast clouds
485,Aksarka,RU,66.5606,67.7975,13.57,92,100,19.08,overcast clouds
486,Norman Wells,CA,65.282,-126.8329,-11.16,70,100,18.41,light snow
487,Bac,RS,45.3919,19.2367,48.92,70,4,4.29,clear sky
488,Burnie,AU,-41.0667,145.9167,54.95,82,5,8.41,clear sky
489,Zelenogradsk,RU,54.9589,20.4767,39.25,83,75,11.18,broken clouds
490,Fairfield,US,41.2668,-73.3162,52.97,56,0,14.97,clear sky
491,Slave Lake,CA,55.2834,-114.769,42.78,56,100,27.63,overcast clouds
492,Kuybyshevo,RU,47.8123,38.9073,35.02,98,100,10.42,overcast clouds
493,Turukhansk,RU,65.8167,87.9833,-24.03,98,20,4.32,few clouds
494,Cedar City,US,37.6775,-113.0619,44.4,57,0,3.44,clear sky
495,Arman,RU,59.7,150.1667,-8.61,77,98,7.56,overcast clouds
496,Moose Factory,CA,51.2585,-80.6094,3.2,72,100,14.97,haze
497,Mangrol,IN,21.1167,70.1167,70.38,42,1,13.18,clear sky
498,Muros,ES,42.7762,-9.0603,58.23,90,95,2.91,light rain
499,Thinadhoo,MV,0.5333,72.9333,81.68,72,54,7.09,broken clouds
500,Namibe,AO,-15.1961,12.1522,74.93,73,100,7.23,overcast clouds
501,Limoges,FR,45.75,1.3333,52.36,66,0,9.22,clear sky
502,Novyy Urengoy,RU,66.0833,76.6333,-0.35,81,2,15.68,clear sky
503,Nuuk,GL,64.1835,-51.7216,27.21,86,75,12.66,broken clouds
504,Yulara,AU,-25.2406,130.9889,75.04,43,1,8.05,clear sky
505,Beringovskiy,RU,63.05,179.3167,-26.86,93,25,3.87,scattered clouds
506,Windhoek,NA,-22.5594,17.0832,68.11,76,98,0.89,overcast clouds
507,Nobres,BR,-14.7203,-56.3275,81.81,76,90,4.56,overcast clouds
508,Prado,BR,-17.3411,-39.2208,82.71,68,14,11.77,few clouds
509,Mweka,CD,-4.85,21.5667,70.0,94,88,1.7,light rain
510,Gravdal,NO,68.1214,13.5031,33.69,69,75,24.16,broken clouds
511,Broken Hill,AU,-31.95,141.4333,64.11,52,0,16.11,clear sky
512,Olavarria,AR,-36.8927,-60.3225,84.02,47,1,13.69,clear sky
513,Brae,GB,60.3964,-1.353,35.51,55,100,21.27,overcast clouds
514,Salalah,OM,17.0151,54.0924,75.29,60,20,4.61,few clouds
515,Okitipupa,NG,6.5047,4.7839,81.66,73,30,6.35,scattered clouds
516,Dingzhou,CN,38.5131,114.9956,28.51,53,58,4.12,broken clouds
517,Roald,NO,62.5833,6.1333,35.91,64,20,17.27,few clouds
518,Kosh-Agach,RU,50.0,88.6667,-23.91,98,73,3.18,broken clouds
519,Port Hardy,CA,50.6996,-127.4199,45.75,100,75,4.61,mist
520,Henties Bay,NA,-22.116,14.2845,73.85,79,25,1.63,scattered clouds
521,Husavik,IS,66.0449,-17.3389,28.31,84,89,13.33,overcast clouds
522,Canon City,US,38.441,-105.2424,52.02,28,0,20.71,clear sky
523,Umm Lajj,SA,25.0213,37.2685,64.96,56,0,14.52,clear sky
524,Nichinan,JP,31.6,131.3667,43.7,77,38,5.17,scattered clouds
525,Sinegorye,RU,62.0788,150.477,-22.38,83,98,1.74,overcast clouds
526,Eureka,US,40.8021,-124.1637,63.21,75,5,1.01,clear sky
527,Anloga,GH,5.7947,0.8973,86.22,79,1,15.1,clear sky
528,Sterling,US,39.0062,-77.4286,59.14,39,40,11.5,scattered clouds
529,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,7.39,85,0,8.95,clear sky
530,Kununurra,AU,-15.7667,128.7333,78.78,94,78,1.14,broken clouds
531,Yangjiang,CN,21.85,111.9667,56.95,85,100,6.91,overcast clouds
532,North Bend,US,43.4065,-124.2243,54.07,100,0,6.91,mist
533,Progreso,MX,21.2833,-89.6667,80.11,65,7,8.25,clear sky
534,Benguela,AO,-12.5763,13.4055,77.22,67,100,7.23,overcast clouds
535,Cayenne,GF,4.9333,-52.3333,81.09,83,75,10.36,broken clouds
536,Chumikan,RU,54.7183,135.315,9.0,96,100,4.97,light snow
537,Khandyga,RU,62.6667,135.6,-39.5,100,97,0.65,overcast clouds
538,Tres Lagoas,BR,-20.7511,-51.6783,86.49,50,98,6.53,overcast clouds
539,Hope,US,33.6671,-93.5916,66.97,37,81,5.61,broken clouds
540,Labuhan,ID,-6.8844,112.2051,75.87,93,100,3.13,light rain
541,Zhigansk,RU,66.7697,123.3711,-30.62,97,94,10.47,overcast clouds
542,Isangel,VU,-19.55,169.2667,79.81,90,100,22.93,overcast clouds
543,Humaita,BR,-7.5061,-63.0208,86.29,71,82,4.34,broken clouds
544,Nova Odesa,UA,47.3078,31.7851,40.6,82,72,7.87,broken clouds
545,Hay River,CA,60.8156,-115.7999,-13.02,70,20,5.75,few clouds
546,Quelimane,MZ,-17.8786,36.8883,82.35,74,20,9.22,few clouds
547,Jurado,CO,7.1053,-77.7641,81.48,84,62,5.44,moderate rain
548,Bagdarin,RU,54.4333,113.6,-15.97,98,75,3.94,broken clouds
549,Micheweni,TZ,-4.9667,39.8333,80.6,76,96,12.93,overcast clouds
550,Bulgan,MN,48.8125,103.5347,-7.85,100,98,0.92,overcast clouds
551,Serenje,ZM,-13.2325,30.2352,63.43,97,99,4.21,light rain
552,Vanimo,PG,-2.6741,141.3028,79.02,83,100,1.16,overcast clouds
553,Winnemucca,US,40.973,-117.7357,43.11,70,0,3.44,clear sky
554,Khandbari,NP,27.3747,87.2039,49.12,84,79,4.79,broken clouds
555,Nioro,GM,13.35,-15.75,99.14,7,31,12.64,scattered clouds
556,Waipawa,NZ,-41.4122,175.5153,66.83,84,98,10.47,moderate rain
557,Mayo,US,38.8876,-76.5119,60.78,38,20,12.66,few clouds
558,Abapo,BO,-18.8333,-63.4667,92.07,24,6,13.65,clear sky
559,Jiblah,YE,13.9216,44.1467,60.53,72,57,0.78,broken clouds
560,Keti Bandar,PK,24.1447,67.4497,70.68,59,0,9.84,clear sky
561,Mahibadhoo,MV,3.7833,72.9667,81.55,75,89,10.87,overcast clouds
562,South Lake Tahoe,US,38.9332,-119.9844,55.87,68,0,1.99,clear sky
563,Poum,NC,-20.2333,164.0167,80.85,85,99,28.14,overcast clouds
564,Voyvozh,RU,62.892,54.9635,22.66,92,100,12.64,light snow
565,Sitka,US,57.0531,-135.33,37.29,65,75,16.11,broken clouds
566,Te Anau,NZ,-45.4167,167.7167,57.04,93,69,1.99,broken clouds
567,Asau,RO,46.4333,26.4,45.52,91,19,6.38,few clouds
568,Yerbogachen,RU,61.2767,108.0108,-20.72,100,87,3.33,overcast clouds
569,Puerto Del Rosario,ES,28.5004,-13.8627,69.55,68,0,5.75,clear sky
570,Warri,NG,5.5167,5.75,83.05,70,64,8.95,broken clouds
571,Pathein,MM,16.7833,94.7333,66.61,70,5,7.74,clear sky
572,Auki,SB,-8.7676,160.7034,77.45,89,100,5.7,very heavy rain
573,Kirakira,SB,-10.4544,161.9205,78.17,86,97,6.51,overcast clouds
574,Richmond,US,37.5538,-77.4603,63.32,32,20,14.97,few clouds
575,Moosomin,CA,50.1333,-101.6677,36.77,100,100,22.95,overcast clouds
576,Sesto Calende,IT,45.7261,8.634,52.48,72,0,3.0,clear sky
577,Grand-Lahou,CI,5.1367,-5.0242,81.86,80,3,10.54,clear sky
578,Espanola,US,35.9911,-106.0806,49.64,51,63,1.19,broken clouds
579,Mitsamiouli,KM,-11.3847,43.2844,82.69,78,100,10.36,thunderstorm
580,Beira,MZ,-19.8436,34.8389,82.49,78,20,12.66,few clouds
581,Menongue,AO,-14.6585,17.691,65.01,91,100,2.93,light rain
582,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,89.22,40,100,4.38,overcast clouds
583,Oga,IT,46.4631,10.347,36.68,86,23,2.21,few clouds
584,Lompoc,US,34.6391,-120.4579,81.12,34,0,9.22,clear sky
585,Aracati,BR,-4.5617,-37.7697,87.58,52,96,12.95,overcast clouds
586,Seoul,KR,37.5683,126.9778,24.4,87,0,2.3,fog
587,Ankazoabo,MG,-22.2833,44.5167,80.33,63,98,8.14,overcast clouds
588,Coahuayana,MX,18.7333,-103.6833,87.48,23,11,5.82,few clouds
589,Hovd,MN,48.0056,91.6419,-7.06,99,100,1.54,overcast clouds
590,Leningradskiy,RU,69.3833,178.4167,-21.06,95,98,5.03,overcast clouds
591,Kota Bahru,MY,6.1333,102.2386,76.98,94,40,2.3,scattered clouds
592,Khash,IR,28.2211,61.2158,53.17,23,0,3.18,clear sky
593,Kearney,US,40.6995,-99.0815,43.36,65,0,19.57,clear sky
594,Kainantu,PG,-6.2887,145.8655,61.36,99,100,1.36,overcast clouds
595,Bennington,US,42.8781,-73.1968,44.42,77,100,9.22,light rain
596,Berbera,SO,10.4396,45.0143,75.83,62,81,8.59,broken clouds
597,Dallas,US,32.7668,-96.7836,68.34,25,75,6.91,broken clouds
598,Les Cayes,HT,18.2,-73.75,80.26,70,33,11.52,scattered clouds
599,Bontang,ID,0.1333,117.5,75.96,93,100,6.24,overcast clouds
600,Banjar,ID,-8.19,114.9675,80.46,92,100,2.17,overcast clouds
601,Narrabri,AU,-30.3167,149.7833,62.69,72,15,5.75,few clouds
602,Denpasar,ID,-8.65,115.2167,80.26,88,40,1.14,scattered clouds
603,Van Buren,US,35.4368,-94.3483,61.86,36,0,3.44,clear sky
604,Cutler Ridge,US,25.5783,-80.3377,78.03,62,0,9.22,clear sky
605,Oranjemund,NA,-28.55,16.4333,66.07,86,1,15.52,clear sky
606,Velizh,RU,55.6056,31.1967,32.23,83,87,8.77,overcast clouds
607,Domoni,KM,-12.2569,44.5319,79.21,83,100,3.22,light rain
608,Fez,MA,34.0372,-4.9998,71.71,32,0,4.61,clear sky
609,Riyadh,SA,24.6877,46.7219,69.94,21,0,13.49,clear sky
610,Voh,NC,-20.9667,164.7,78.39,93,100,15.17,overcast clouds
611,Celestun,MX,20.8667,-90.4,74.8,65,0,6.22,clear sky
612,Dingle,PH,10.9995,122.6711,76.62,79,100,9.35,overcast clouds
613,Marsh Harbour,BS,26.5412,-77.0636,72.81,76,97,14.18,overcast clouds
614,Warman,CA,52.3168,-106.5679,40.08,81,75,27.63,broken clouds
615,Nelson Bay,AU,-32.7167,152.15,73.99,84,94,5.82,light rain
616,Channel-Port Aux Basques,CA,47.5702,-59.1367,31.86,91,57,11.48,broken clouds
617,Brokopondo,SR,4.75,-55.1667,84.16,59,97,1.57,overcast clouds
618,Mount Isa,AU,-20.7333,139.5,78.57,53,45,4.61,scattered clouds
619,Matamoros,MX,25.5333,-103.25,55.11,36,100,5.06,overcast clouds
620,Barra Do Corda,BR,-5.5,-45.25,81.55,84,95,3.8,overcast clouds
621,Bandarbeyla,SO,9.4942,50.8122,74.1,61,11,20.96,few clouds
622,Byron Bay,AU,-28.65,153.6167,69.87,85,4,9.22,clear sky
623,Karaton,ID,-6.3424,106.1045,77.16,87,100,0.38,overcast clouds
624,Dutse,NG,11.7594,9.3392,74.77,9,30,9.69,scattered clouds
625,Sorland,NO,67.667,12.6934,33.87,59,100,28.19,light snow
626,Kidal,ML,18.4411,1.4078,77.65,6,41,7.29,scattered clouds
627,Laguna,US,38.421,-121.4238,69.24,74,0,9.22,clear sky
628,Turochak,RU,52.2576,87.1224,-12.48,99,17,2.64,few clouds
629,Emba,KZ,48.8264,58.1442,20.88,87,100,17.09,overcast clouds
630,Talaya,RU,61.3833,152.75,-38.11,90,92,2.06,overcast clouds
631,Hambantota,LK,6.1241,81.1185,77.31,82,79,5.12,light rain
632,Kailua,US,21.4022,-157.7394,73.38,77,0,0.0,clear sky
633,Betanzos,ES,43.2804,-8.2147,55.9,88,100,5.99,moderate rain
634,Taucha,DE,51.3833,12.4833,44.85,91,75,13.8,broken clouds
635,Kollam,IN,8.8833,76.6,84.07,75,94,4.21,overcast clouds
636,Alta Floresta,BR,-9.8756,-56.0861,91.22,52,40,3.44,scattered clouds
637,Bohdan,UA,48.0412,24.3522,36.21,99,99,3.83,overcast clouds
638,Saint-Georges,GD,12.0564,-61.7485,83.88,65,75,23.02,broken clouds
639,Ushtobe,KZ,45.2514,77.9838,14.38,96,97,4.27,overcast clouds
640,Wangqing,CN,43.3218,129.7634,10.56,94,40,2.48,scattered clouds
641,Fukue,JP,32.6881,128.8419,49.19,52,10,10.76,clear sky
642,Buncrana,IE,55.1333,-7.45,44.42,85,61,6.6,broken clouds
643,Thunder Bay,CA,48.4001,-89.3168,14.56,64,100,4.61,overcast clouds
644,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,102.4,18,2,6.38,clear sky
645,Desaguadero,PE,-16.5656,-69.0417,56.62,53,93,9.55,overcast clouds
646,Pineville,US,31.3224,-92.4343,67.87,44,0,5.75,clear sky
647,Ardabil,IR,38.2498,48.2933,36.95,81,40,21.85,scattered clouds
648,Coihueco,CL,-36.6167,-71.8333,72.34,40,40,9.22,scattered clouds
649,Harboore,DK,56.6175,8.1807,39.09,77,10,17.98,clear sky
650,Akyab,MM,20.15,92.9,68.79,60,18,12.24,few clouds
651,Catamarca,AR,-28.4696,-65.7852,94.77,30,2,8.99,clear sky
652,Gat,IL,31.61,34.7642,52.48,100,56,5.55,broken clouds
653,Durban,ZA,-29.8579,31.0292,79.72,91,30,3.0,scattered clouds
654,Nianzishan,CN,47.5167,122.8833,8.47,95,100,6.26,light snow
655,Beloha,MG,-25.1667,45.05,73.78,84,71,10.13,broken clouds
656,Puri,IN,19.8,85.85,72.12,67,26,8.57,scattered clouds
657,Rongcheng,CN,30.634,117.8517,41.92,92,100,3.02,light rain
658,Bilibino,RU,68.0546,166.4372,-42.61,100,72,1.45,broken clouds
659,Okha,RU,53.5739,142.9478,20.88,97,100,1.99,light snow
660,Seduva,LT,55.7667,23.7667,36.03,81,96,13.82,overcast clouds
661,Dunedin,NZ,-45.8742,170.5036,57.78,95,67,5.5,broken clouds
662,Jalu,LY,29.0331,21.5482,55.17,47,3,7.45,clear sky
663,Raudeberg,NO,61.9875,5.1352,34.47,81,100,1.99,overcast clouds
664,Fairbanks,US,64.8378,-147.7164,-7.69,75,100,3.44,light snow
665,Capreol,CA,46.706,-80.9225,28.9,77,75,1.99,broken clouds
666,Vrangel,RU,42.7297,133.0839,28.87,82,11,3.18,few clouds
667,Acarau,BR,-2.8856,-40.12,85.35,62,100,11.07,overcast clouds
668,Zverinogolovskoye,RU,54.4586,64.8542,3.33,93,10,10.31,clear sky
669,Kabalo,CD,-6.05,26.9167,69.85,96,100,4.12,overcast clouds
670,Salas,ES,43.4118,-6.2602,52.95,97,100,2.13,light rain
671,Kangar,MY,6.4414,100.1986,80.55,89,100,3.2,moderate rain
672,Omsukchan,RU,62.5333,155.8,-28.17,81,80,3.58,broken clouds
673,Darhan,MN,49.4867,105.9228,-14.08,96,95,0.83,overcast clouds
674,Mabamba,TZ,-3.5983,30.5019,64.24,92,42,0.72,light rain
675,Grand Baie,MU,-20.0182,57.5802,79.27,76,21,1.99,few clouds
676,Roebourne,AU,-20.7833,117.1333,84.43,73,10,9.22,clear sky
677,Abu Zabad,SD,12.35,29.25,74.75,12,14,15.97,few clouds
678,Champerico,GT,14.3,-91.9167,92.77,58,1,8.21,clear sky
679,Lahij,YE,13.1667,44.5833,69.67,73,27,9.1,scattered clouds
680,Sulina,RO,45.1559,29.6536,42.78,74,51,8.99,broken clouds
681,Badia Polesine,IT,45.0972,11.4916,53.89,80,8,3.0,clear sky
682,Zhangye,CN,38.9342,100.4517,25.09,41,88,7.92,overcast clouds
683,Reoti,IN,25.85,84.3833,57.43,74,0,8.5,clear sky
684,Vila Franca Do Campo,PT,37.7167,-25.4333,64.2,71,78,8.01,broken clouds
685,Alice Springs,AU,-23.7,133.8833,63.95,82,0,0.0,clear sky
686,Gazojak,TM,41.1875,61.4036,48.61,49,44,8.99,scattered clouds
687,Hirara,JP,24.8,125.2833,64.87,77,100,17.76,overcast clouds
688,Ballina,AU,-28.8667,153.5667,66.16,88,5,5.75,clear sky
689,Santa Rosalia,MX,27.3167,-112.2833,69.19,26,0,5.12,clear sky
690,Eirunepe,BR,-6.6603,-69.8736,85.39,62,92,1.57,overcast clouds
691,Mopipi,BW,-21.1833,24.8833,83.34,41,63,11.03,light rain
692,Stephenville,US,32.2207,-98.2023,67.68,27,0,8.05,clear sky
693,Marystown,CA,47.1666,-55.1483,40.86,100,63,1.99,broken clouds
694,Chesapeake,US,36.819,-76.2749,65.01,31,0,13.8,clear sky
695,Pingdingshan,CN,33.7385,113.3012,40.14,67,100,3.78,overcast clouds
696,Marfino,RU,55.7028,37.3822,33.71,86,75,6.71,broken clouds
697,Along,IN,28.1667,94.7667,52.74,98,100,1.52,overcast clouds
698,Coos Bay,US,43.3665,-124.2179,55.15,100,0,6.91,mist
699,Savantvadi,IN,15.9,73.8167,74.86,65,68,4.0,broken clouds
700,Arua,UG,3.0201,30.9111,76.15,31,100,2.44,overcast clouds
